goal	rule	score
parent(aerys_targaryen, Z11)	parent(aerys_targaryen, olenna_tyrell)	0
parent(theon_greyjoy, Z3)	parent(theon_greyjoy, unknown_mother_greyjoy)	0
ancestor(rhaella_targaryen, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(X0, Y0)	parent(sansa_stark, rodrick_greyjoy)	0
parent(daeron_targaryen, Z9)	parent(daeron_targaryen, unknown_mother_martell)	0
parent(_EX0, Z1)	parent(_EX0, unknown_mother_martell)	0
parent(lancel_lannister, Z4)	parent(lancel_lannister, stannis_baratheon)	0
parent(trystane_martell, Z4)	parent(trystane_martell, steffon_baratheon)	0
ancestor(robb_stark, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(sansa_stark, Z4)	parent(sansa_stark, olenna_tyrell)	0
parent(ella_martell, Z11)	parent(ella_martell, steffon_baratheon)	0
parent(kevan_lannister, Z8)	parent(kevan_lannister, elia_martell)	0
parent(rhaella_targaryen, Z10)	parent(rhaella_targaryen, unknown_mother_targaryen)	0
ancestor(tywin_lannister, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(ella_martell, Z12)	parent(ella_martell, luthor_tyrell)	0
parent(yara_greyjoy, Z11)	parent(yara_greyjoy, stannis_baratheon)	0
parent(rhaegar_targaryen, Z3)	parent(rhaegar_targaryen, unknown_mother_lannister)	0
ancestor(tywin_lannister, X)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(lyanna_stark, rhaenys_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rickon_stark, Z10)	parent(rickon_stark, luthor_tyrell)	0
parent(stannis_baratheon, Z2)	parent(stannis_baratheon, aegon_v_targaryen)	0
parent(maron_greyjoy, Z2)	parent(maron_greyjoy, doran_martell)	0
parent(euron_greyjoy, Z2)	parent(euron_greyjoy, stannis_baratheon)	0
parent(martyn_lannister, Z10)	parent(martyn_lannister, unknown_mother_targaryen)	0
ancestor(daenerys_targaryen, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(obara_sand, rhaenys_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(renly_baratheon, duncan_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(sansa_stark, Z11)	parent(sansa_stark, unknown_mother_sand_1)	0
ancestor(robb_stark, rickon_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(trystane_martell, Z10)	parent(trystane_martell, elia_martell)	0
ancestor(margaery_tyrell, lyanna_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(lancel_lannister, Z12)	parent(lancel_lannister, tywin_lannister)	0
parent(myrcella_lannister, Z2)	parent(myrcella_lannister, joanna_lannister)	0
parent(daeron_targaryen, unknown_mother_martell)	parent(daeron_targaryen, unknown_mother_martell)	0
ancestor(rodrick_greyjoy, arya_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(margaery_tyrell, Z3)	parent(margaery_tyrell, eddard_stark)	0
ancestor(rickon_stark, joffery_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, cersei_lannister)	0
parent(Z1, unknown_mother_targaryen)	parent(Z1, unknown_mother_targaryen)	0
parent(obara_sand, Z10)	parent(obara_sand, joanna_lannister)	0
parent(renly_baratheon, Z4)	parent(renly_baratheon, lewyn_martell)	0
parent(cersei_lannister, Z9)	parent(cersei_lannister, joanna_lannister)	0
parent(maron_greyjoy, Z9)	parent(maron_greyjoy, olenna_tyrell)	0
parent(myrcella_lannister, Z12)	parent(myrcella_lannister, selyse_baratheon)	0
parent(balon_greyjoy, Z12)	parent(balon_greyjoy, mellario_of_norvos)	0
parent(aegon_targaryen, Z3)	parent(aegon_targaryen, unknown_mother_greyjoy)	0
parent(Z8, joanna_lannister)	parent(Z8, joanna_lannister)	0
parent(_EX5, Z1)	parent(_EX5, ellaria_sand)	0
parent(rhaella_targaryen, Z12)	parent(rhaella_targaryen, lyanna_stark)	0
parent(unknown_mother_greyjoy, Z0)	parent(unknown_mother_greyjoy, lewyn_martell)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, joanna_lannister)	0
parent(martyn_lannister, Z2)	parent(martyn_lannister, kevan_lannister)	0
parent(shireen_baratheon, Z3)	parent(shireen_baratheon, unknown_mother_targaryen)	0
parent(bran_stark, Z3)	parent(bran_stark, unknown_mother_sand_2)	0
ancestor(mace_tyrell, _EX5)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(ella_martell, joffery_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(daeron_targaryen, Z4)	parent(daeron_targaryen, elia_martell)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, unknown_mother_stark)	0
ancestor(rhaegar_targaryen, lyanna_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(viserys_targaryen, Z11)	parent(viserys_targaryen, tytos_lannister)	0
parent(lancel_lannister, Z10)	parent(lancel_lannister, unknown_mother_stark)	0
parent(Z7, rickard_stark)	parent(Z7, rickard_stark)	0
parent(robb_stark, Z11)	parent(robb_stark, oberyn_martell)	0
parent(lyanna_stark, Z9)	parent(lyanna_stark, alannys_harlaw)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, aegon_v_targaryen)	0
parent(oberyn_martell, Z4)	parent(oberyn_martell, unknown_mother_greyjoy)	0
parent(robert_baratheon, Z12)	parent(robert_baratheon, luthor_tyrell)	0
parent(rhaegar_targaryen, Z3)	parent(rhaegar_targaryen, unknown_mother_sand_1)	0
ancestor(gendry, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(duncan_targaryen, Z3)	parent(duncan_targaryen, alannys_harlaw)	0
parent(lyanna_stark, Z4)	parent(lyanna_stark, rickard_stark)	0
parent(arya_stark, Z10)	parent(arya_stark, rhaella_targaryen)	0
parent(nymeria_sand, Z11)	parent(nymeria_sand, aerys_targaryen)	0
parent(viserys_targaryen, Z11)	parent(viserys_targaryen, lewyn_martell)	0
parent(rhaella_targaryen, Z11)	parent(rhaella_targaryen, unknown_mother_sand_2)	0
parent(kevan_lannister, Z2)	parent(kevan_lannister, unknown_mother_martell)	0
parent(myrcella_lannister, Z4)	parent(myrcella_lannister, balon_greyjoy)	0
ancestor(margaery_tyrell, robert_baratheon)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(X, cersei_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(aeron_greyjoy, Z11)	parent(aeron_greyjoy, steffon_baratheon)	0
parent(rodrick_greyjoy, Z8)	parent(rodrick_greyjoy, alannys_harlaw)	0
parent(oberyn_martell, Z10)	parent(oberyn_martell, rhaella_targaryen)	0
ancestor(trystane_martell, aegon_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(benjen_stark, Z10)	parent(benjen_stark, tywin_lannister)	0
parent(daeron_targaryen, Z11)	parent(daeron_targaryen, unknown_mother_stark)	0
parent(jon_snow, Z3)	parent(jon_snow, steffon_baratheon)	0
parent(shireen_baratheon, Z4)	parent(shireen_baratheon, tytos_lannister)	0
parent(yara_greyjoy, Z4)	parent(yara_greyjoy, unknown_father_greyjoy)	0
parent(four_unknown_martells, Z4)	parent(four_unknown_martells, rickard_stark)	0
parent(jaime_lannister, Z4)	parent(jaime_lannister, rhaegar_targaryen)	0
parent(ella_martell, Z12)	parent(ella_martell, alannys_harlaw)	0
ancestor(renly_baratheon, _EX1)	ancestor(X, Y) :- parent(X, Y)	0
parent(kevan_lannister, Z12)	parent(kevan_lannister, unknown_mother_sand_3)	0
parent(mace_tyrell, Z11)	parent(mace_tyrell, unknown_mother_greyjoy)	0
parent(margaery_tyrell, Z2)	parent(margaery_tyrell, aerys_targaryen)	0
parent(rhaegar_targaryen, Z12)	parent(rhaegar_targaryen, unknown_mother_sand_2)	0
parent(lancel_lannister, Z3)	parent(lancel_lannister, elia_martell)	0
ancestor(rhaella_targaryen, duncan_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(martyn_lannister, Z3)	parent(martyn_lannister, balon_greyjoy)	0
parent(aeron_greyjoy, Z11)	parent(aeron_greyjoy, oberyn_martell)	0
parent(joffery_lannister, Z12)	parent(joffery_lannister, cersei_lannister)	0
parent(rhaegar_targaryen, Z3)	parent(rhaegar_targaryen, unknown_mother_greyjoy)	0
parent(doran_martell, Z12)	parent(doran_martell, alannys_harlaw)	0
parent(margaery_tyrell, Z11)	parent(margaery_tyrell, olenna_tyrell)	0
parent(doran_martell, Z2)	parent(doran_martell, rhaegar_targaryen)	0
parent(myrcella_lannister, Z4)	parent(myrcella_lannister, oberyn_martell)	0
parent(robb_stark, Z11)	parent(robb_stark, aerys_targaryen)	0
parent(robb_stark, Z10)	parent(robb_stark, unknown_mother_martell)	0
parent(tyrion_lannister, Z10)	parent(tyrion_lannister, unknown_mother_lannister)	0
ancestor(tyrion_lannister, daeron_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(stannis_baratheon, Z3)	parent(stannis_baratheon, unknown_mother_stark)	0
parent(robert_baratheon, Z12)	parent(robert_baratheon, catelyn_stark)	0
parent(rickon_stark, Z2)	parent(rickon_stark, rhaella_targaryen)	0
ancestor(sarella_sand, lancel_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(margaery_tyrell, Z6)	parent(margaery_tyrell, olenna_tyrell)	0
parent(tyene_sand, Z4)	parent(tyene_sand, lyanna_stark)	0
parent(Z4, Z5)	parent(Z4, unknown_mother_lannister)	0
parent(rickon_stark, Z4)	parent(rickon_stark, cassana_estermont)	0
parent(kevan_lannister, Z11)	parent(kevan_lannister, doran_martell)	0
parent(lancel_lannister, Z11)	parent(lancel_lannister, lyanna_stark)	0
ancestor(ella_martell, tommen_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(aegon_targaryen, Z11)	parent(aegon_targaryen, joanna_lannister)	0
parent(Z0, Z1)	parent(Z0, unknown_mother_greyjoy)	0
parent(shireen_baratheon, Z11)	parent(shireen_baratheon, mellario_of_norvos)	0
parent(tyrion_lannister, Z10)	parent(tyrion_lannister, rhaella_targaryen)	0
parent(rhaenys_targaryen, Z4)	parent(rhaenys_targaryen, stannis_baratheon)	0
parent(yara_greyjoy, Z11)	parent(yara_greyjoy, doran_martell)	0
parent(lyanna_stark, Z4)	parent(lyanna_stark, unknown_mother_targaryen)	0
parent(bran_stark, Z4)	parent(bran_stark, rhaegar_targaryen)	0
parent(duncan_targaryen, Z10)	parent(duncan_targaryen, rickard_stark)	0
parent(duncan_targaryen, Z10)	parent(duncan_targaryen, elia_martell)	0
ancestor(eddard_stark, joffery_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(mace_tyrell, Z7)	parent(mace_tyrell, unknown_mother_martell)	0
parent(kevan_lannister, Z11)	parent(kevan_lannister, rickard_stark)	0
parent(rhaenys_targaryen, Z10)	parent(rhaenys_targaryen, oberyn_martell)	0
parent(joffery_lannister, Z6)	parent(joffery_lannister, kevan_lannister)	0
parent(rhaella_targaryen, Z12)	parent(rhaella_targaryen, unknown_mother_martell)	0
parent(euron_greyjoy, Z8)	parent(euron_greyjoy, stannis_baratheon)	0
parent(rhaenys_targaryen, Z10)	parent(rhaenys_targaryen, tytos_lannister)	0
parent(aerys_targaryen, Z4)	parent(aerys_targaryen, lyanna_stark)	0
parent(aerys_targaryen, Z2)	parent(aerys_targaryen, tytos_lannister)	0
ancestor(shireen_baratheon, tommen_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(brandon_stark, Z10)	parent(brandon_stark, cersei_lannister)	0
parent(daeron_targaryen, Z12)	parent(daeron_targaryen, joanna_lannister)	0
parent(maron_greyjoy, Z4)	parent(maron_greyjoy, doran_martell)	0
parent(jaime_lannister, Z1)	parent(jaime_lannister, cersei_lannister)	0
parent(eddard_stark, Z4)	parent(eddard_stark, unknown_father_greyjoy)	0
parent(rickon_stark, Z3)	parent(rickon_stark, aegon_v_targaryen)	0
parent(renly_baratheon, Z3)	parent(renly_baratheon, mellario_of_norvos)	0
parent(tommen_lannister, Z3)	parent(tommen_lannister, oberyn_martell)	0
parent(tyene_sand, Z2)	parent(tyene_sand, lyanna_stark)	0
parent(tywin_lannister, Z11)	parent(tywin_lannister, rhaella_targaryen)	0
parent(stannis_baratheon, Z12)	parent(stannis_baratheon, unknown_mother_stark)	0
parent(_EX0, unknown_mother_lannister)	parent(_EX0, unknown_mother_lannister)	0
parent(oberyn_martell, Z4)	parent(oberyn_martell, alerie_hightower)	0
parent(rhaella_targaryen, Z10)	parent(rhaella_targaryen, rickard_stark)	0
parent(nymeria_sand, Z12)	parent(nymeria_sand, aerys_targaryen)	0
parent(doran_martell, Z3)	parent(doran_martell, unknown_mother_greyjoy)	0
ancestor(rodrick_greyjoy, lancel_lannister)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(rhaegar_targaryen, duncan_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(daenerys_targaryen, Z12)	parent(daenerys_targaryen, rickard_stark)	0
parent(jon_snow, Z2)	parent(jon_snow, cersei_lannister)	0
parent(tyrion_lannister, Z11)	parent(tyrion_lannister, robert_baratheon)	0
parent(brandon_stark, Z11)	parent(brandon_stark, jaime_lannister)	0
parent(robert_baratheon, Z3)	parent(robert_baratheon, alannys_harlaw)	0
parent(cersei_lannister, Z11)	parent(cersei_lannister, unknown_mother_sand_2)	0
parent(renly_baratheon, Z11)	parent(renly_baratheon, tytos_lannister)	0
parent(euron_greyjoy, Z11)	parent(euron_greyjoy, aegon_v_targaryen)	0
parent(euron_greyjoy, Z11)	parent(euron_greyjoy, tywin_lannister)	0
parent(renly_baratheon, Z10)	parent(renly_baratheon, mace_tyrell)	0
parent(yara_greyjoy, Z7)	parent(yara_greyjoy, tywin_lannister)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, unknown_mother_sand_1)	0
parent(gendry, Z3)	parent(gendry, unknown_mother_stark)	0
parent(duncan_targaryen, Z10)	parent(duncan_targaryen, eddard_stark)	0
parent(Y, unknown_father_greyjoy)	parent(Y, unknown_father_greyjoy)	0
parent(nymeria_sand, Z11)	parent(nymeria_sand, rickard_stark)	0
parent(sansa_stark, Z4)	parent(sansa_stark, unknown_father_greyjoy)	0
parent(ellaria_sand, Z0)	parent(ellaria_sand, unknown_mother_sand_1)	0
ancestor(yara_greyjoy, maron_greyjoy)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(lyanna_stark, Z3)	parent(lyanna_stark, tywin_lannister)	0
parent(doran_martell, Z8)	parent(doran_martell, alerie_hightower)	0
parent(loras_tyrell, Z9)	parent(loras_tyrell, elia_martell)	0
parent(shireen_baratheon, Z3)	parent(shireen_baratheon, jaime_lannister)	0
parent(lancel_lannister, Z4)	parent(lancel_lannister, joanna_lannister)	0
parent(myrcella_lannister, Z12)	parent(myrcella_lannister, unknown_mother_lannister)	0
ancestor(tyrion_lannister, duncan_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(eddard_stark, Z3)	parent(eddard_stark, aegon_v_targaryen)	0
parent(robb_stark, Z3)	parent(robb_stark, unknown_mother_sand_3)	0
parent(nymeria_sand, unknown_father_greyjoy)	parent(nymeria_sand, unknown_father_greyjoy)	0
ancestor(benjen_stark, rickon_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(joffery_lannister, Z4)	parent(joffery_lannister, oberyn_martell)	0
parent(jon_snow, Z11)	parent(jon_snow, lewyn_martell)	0
parent(jaime_lannister, Z1)	parent(jaime_lannister, balon_greyjoy)	0
parent(robert_baratheon, Z3)	parent(robert_baratheon, elia_martell)	0
parent(lancel_lannister, Z11)	parent(lancel_lannister, aegon_v_targaryen)	0
parent(shireen_baratheon, Z3)	parent(shireen_baratheon, tytos_lannister)	0
parent(jon_snow, Z11)	parent(jon_snow, rickard_stark)	0
ancestor(rhaenys_targaryen, _EX0)	ancestor(X, Y) :- parent(X, Y)	0
parent(daeron_targaryen, Z11)	parent(daeron_targaryen, mace_tyrell)	0
parent(doran_martell, Z10)	parent(doran_martell, unknown_mother_greyjoy)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, aerys_targaryen)	0
parent(four_unknown_martells, Z11)	parent(four_unknown_martells, steffon_baratheon)	0
parent(lyanna_stark, Z4)	parent(lyanna_stark, aerys_targaryen)	0
parent(myrcella_lannister, Z9)	parent(myrcella_lannister, aegon_v_targaryen)	0
parent(arya_stark, Z12)	parent(arya_stark, ellaria_sand)	0
parent(daenerys_targaryen, Z11)	parent(daenerys_targaryen, alerie_hightower)	0
parent(rhaegar_targaryen, Z12)	parent(rhaegar_targaryen, catelyn_stark)	0
parent(mace_tyrell, Z4)	parent(mace_tyrell, aegon_v_targaryen)	0
parent(robb_stark, Z11)	parent(robb_stark, aegon_v_targaryen)	0
parent(aeron_greyjoy, Z2)	parent(aeron_greyjoy, lewyn_martell)	0
parent(maron_greyjoy, Z9)	parent(maron_greyjoy, unknown_mother_sand_3)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, alerie_hightower)	0
parent(jaime_lannister, Z1)	parent(jaime_lannister, jaime_lannister)	0
parent(lyanna_stark, Z4)	parent(lyanna_stark, selyse_baratheon)	0
parent(aerys_targaryen, Z2)	parent(aerys_targaryen, tywin_lannister)	0
parent(daeron_targaryen, Z4)	parent(daeron_targaryen, lyanna_stark)	0
parent(yara_greyjoy, Z12)	parent(yara_greyjoy, unknown_mother_greyjoy)	0
parent(unknown_mother_greyjoy, Z0)	parent(unknown_mother_greyjoy, olenna_tyrell)	0
parent(Z4, Z5)	parent(Z4, aegon_v_targaryen)	0
parent(renly_baratheon, Z3)	parent(renly_baratheon, unknown_mother_targaryen)	0
parent(maron_greyjoy, Z4)	parent(maron_greyjoy, rhaella_targaryen)	0
parent(mace_tyrell, Z3)	parent(mace_tyrell, luthor_tyrell)	0
parent(Y, Z0)	parent(Y, tytos_lannister)	0
parent(loras_tyrell, Z12)	parent(loras_tyrell, alerie_hightower)	0
parent(euron_greyjoy, Z3)	parent(euron_greyjoy, unknown_mother_sand_1)	0
parent(robert_baratheon, Z12)	parent(robert_baratheon, ellaria_sand)	0
parent(rickon_stark, Z9)	parent(rickon_stark, doran_martell)	0
parent(theon_greyjoy, rhaella_targaryen)	parent(theon_greyjoy, rhaella_targaryen)	0
parent(tywin_lannister, Z12)	parent(tywin_lannister, rhaegar_targaryen)	0
parent(X0, Y0)	parent(euron_greyjoy, benjen_stark)	0
parent(yara_greyjoy, Z2)	parent(yara_greyjoy, eddard_stark)	0
parent(myrcella_lannister, Z2)	parent(myrcella_lannister, olenna_tyrell)	0
parent(willem_lannister, Z12)	parent(willem_lannister, balon_greyjoy)	0
parent(cersei_lannister, unknown_mother_greyjoy)	parent(cersei_lannister, unknown_mother_greyjoy)	0
parent(sarella_sand, Z11)	parent(sarella_sand, olenna_tyrell)	0
ancestor(bran_stark, obara_sand)	ancestor(X, Y) :- parent(X, Y)	0
parent(viserys_targaryen, Z12)	parent(viserys_targaryen, doran_martell)	0
parent(willem_lannister, Z10)	parent(willem_lannister, unknown_mother_stark)	0
parent(rhaenys_targaryen, Z4)	parent(rhaenys_targaryen, unknown_mother_sand_2)	0
parent(mace_tyrell, Z2)	parent(mace_tyrell, rhaegar_targaryen)	0
parent(duncan_targaryen, Z10)	parent(duncan_targaryen, catelyn_stark)	0
parent(viserys_targaryen, Z3)	parent(viserys_targaryen, rickard_stark)	0
ancestor(rickon_stark, arya_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(benjen_stark, Z3)	parent(benjen_stark, jaime_lannister)	0
parent(willem_lannister, Z3)	parent(willem_lannister, elia_martell)	0
parent(margaery_tyrell, Z3)	parent(margaery_tyrell, unknown_mother_greyjoy)	0
parent(Z8, Z9)	parent(Z8, ellaria_sand)	0
parent(yara_greyjoy, Z11)	parent(yara_greyjoy, kevan_lannister)	0
parent(nymeria_sand, Z12)	parent(nymeria_sand, rickard_stark)	0
ancestor(balon_greyjoy, _EX0)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(nymeria_sand, obara_sand)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(rickon_stark, maron_greyjoy)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(margaery_tyrell, Z2)	parent(margaery_tyrell, steffon_baratheon)	0
parent(robb_stark, Z11)	parent(robb_stark, unknown_mother_sand_3)	0
parent(mace_tyrell, Z8)	parent(mace_tyrell, alerie_hightower)	0
parent(brandon_stark, Z3)	parent(brandon_stark, alannys_harlaw)	0
parent(willem_lannister, Z10)	parent(willem_lannister, robert_baratheon)	0
parent(tyrion_lannister, Z12)	parent(tyrion_lannister, elia_martell)	0
parent(four_unknown_martells, Z12)	parent(four_unknown_martells, unknown_mother_lannister)	0
parent(nymeria_sand, lewyn_martell)	parent(nymeria_sand, lewyn_martell)	0
parent(stannis_baratheon, Z12)	parent(stannis_baratheon, kevan_lannister)	0
parent(maron_greyjoy, Z9)	parent(maron_greyjoy, steffon_baratheon)	0
parent(jaime_lannister, Z2)	parent(jaime_lannister, luthor_tyrell)	0
parent(cersei_lannister, Z3)	parent(cersei_lannister, eddard_stark)	0
parent(shireen_baratheon, Z7)	parent(shireen_baratheon, steffon_baratheon)	0
parent(balon_greyjoy, Z4)	parent(balon_greyjoy, unknown_mother_martell)	0
parent(aeron_greyjoy, Z2)	parent(aeron_greyjoy, unknown_mother_targaryen)	0
parent(jaime_lannister, unknown_mother_stark)	parent(jaime_lannister, unknown_mother_stark)	0
parent(daenerys_targaryen, Z4)	parent(daenerys_targaryen, unknown_mother_stark)	0
parent(trystane_martell, Z12)	parent(trystane_martell, ellaria_sand)	0
parent(robert_baratheon, Z12)	parent(robert_baratheon, aegon_v_targaryen)	0
ancestor(oberyn_martell, cersei_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(myrcella_lannister, Z2)	parent(myrcella_lannister, unknown_father_greyjoy)	0
parent(sarella_sand, Z10)	parent(sarella_sand, rhaella_targaryen)	0
parent(ella_martell, Z10)	parent(ella_martell, ellaria_sand)	0
